cluster_id,n_members,keep_id,drop_ids,keep_n_patches,splits,cross_split,isup,gleason,image_ids
266,4,019f98ef49bcbff0b0bb513b7d66fcf5,0e50d62c5d764fabebe2a05877bbdef6;3768074389f48288edbc2c79261dea2b;7269db31c46c18a2c42711373b7ac592,49,train,False,1,3+3,019f98ef49bcbff0b0bb513b7d66fcf5;0e50d62c5d764fabebe2a05877bbdef6;3768074389f48288edbc2c79261dea2b;7269db31c46c18a2c42711373b7ac592
267,4,57ac237fd7804341517927ced4353c71,45bc46a31180f65994e37850418e237b;cbff820f299b577e2af5ed136b6ef6eb;f85334e801a490f557571e1ee2ec7a5a,209,train,False,5,4+5,45bc46a31180f65994e37850418e237b;57ac237fd7804341517927ced4353c71;cbff820f299b577e2af5ed136b6ef6eb;f85334e801a490f557571e1ee2ec7a5a
268,4,64da3d4f81810f32e01269233955515e,02e57c6acba29013ec3f1732ec373afe;15ea2d5d326ff73f1f5b25bf7721232a;4cf118a3431367ed792a1a9444a948d9,182,test;train,True,2,3+4,02e57c6acba29013ec3f1732ec373afe;15ea2d5d326ff73f1f5b25bf7721232a;4cf118a3431367ed792a1a9444a948d9;64da3d4f81810f32e01269233955515e
269,4,daace2b519f2e64bb96e205344e39f50,9868a54bf110a952ac11af9f4659c5e1;e936e9d9d5d3a8136ae9e5c4ae048cdc;fbed3981222546871069cdc71f07c996,125,train,False,1,3+3,9868a54bf110a952ac11af9f4659c5e1;daace2b519f2e64bb96e205344e39f50;e936e9d9d5d3a8136ae9e5c4ae048cdc;fbed3981222546871069cdc71f07c996
270,4,1866ab99cc028bbb8ed656f1181215f1,c0fe8ca3041bec9fb48e60537e3ab02f;ebb2cd4c02707a6d648b8e986f72210b;f75c7cec3ddc9fbff27aca59b01c5bf5,159,test;train;val,True,3,4+3,1866ab99cc028bbb8ed656f1181215f1;c0fe8ca3041bec9fb48e60537e3ab02f;ebb2cd4c02707a6d648b8e986f72210b;f75c7cec3ddc9fbff27aca59b01c5bf5
271,4,dd549fc1dbc7db15b94d1a0cfd7de309,18157fa5a744739d34a3c498e4aa8dab;955f09b99664b07b0cf18768c84f2253;e8b5dc4dc51b355c689b8bed7d8cc7c1,198,train,False,5,4+5,18157fa5a744739d34a3c498e4aa8dab;955f09b99664b07b0cf18768c84f2253;dd549fc1dbc7db15b94d1a0cfd7de309;e8b5dc4dc51b355c689b8bed7d8cc7c1
272,4,6029eceba97e1f924eec2b51df4f8daf,1f722fff98986499a0aea339cd05a75d;55d91c32710982de78a975ed0f45395c;e2ecc681ff1778f6fa897e95221deab8,119,train,False,1,3+3,1f722fff98986499a0aea339cd05a75d;55d91c32710982de78a975ed0f45395c;6029eceba97e1f924eec2b51df4f8daf;e2ecc681ff1778f6fa897e95221deab8
273,4,0ad4f3538ae67d99a7dbfcc01b2d2dd8,35f629e359399d425289242b698b3f66;62a71ed08b3b22927770cebec65e380a;f9c3775b0d8868f38c4f86ca51ca84f6,165,train;val,True,2,3+4,0ad4f3538ae67d99a7dbfcc01b2d2dd8;35f629e359399d425289242b698b3f66;62a71ed08b3b22927770cebec65e380a;f9c3775b0d8868f38c4f86ca51ca84f6
274,4,6022674dabca016474586aa350e7a67e,125ed8b10ae6c064811a76636e949515;62493361edf8bb1ee5391d66b64af60f;f2d3ffcb3aa600272d70fe13b62a56e9,192,train,False,4,5+3,125ed8b10ae6c064811a76636e949515;6022674dabca016474586aa350e7a67e;62493361edf8bb1ee5391d66b64af60f;f2d3ffcb3aa600272d70fe13b62a56e9
275,4,04952a4d6f0309a8a317a56ad88d9145,433a1eea85c4450c1814a8ad781ff244;660731988fc83bd94ff232ce81367420;e0c370969267c34db431130a881e72f4,76,train,False,0,negative,04952a4d6f0309a8a317a56ad88d9145;433a1eea85c4450c1814a8ad781ff244;660731988fc83bd94ff232ce81367420;e0c370969267c34db431130a881e72f4
276,4,abfe06f56b989f9e1d6034b12bb885d8,99a799d89d57d1dd0b40728a6b7796ee;b8ec9675d05cc0c83f4b1060d5a71cc5;bb0dfd783c80c4485da90113a01ea8ae,150,train;val,True,4,4+4,99a799d89d57d1dd0b40728a6b7796ee;abfe06f56b989f9e1d6034b12bb885d8;b8ec9675d05cc0c83f4b1060d5a71cc5;bb0dfd783c80c4485da90113a01ea8ae
277,4,63943deba402196b1f80f92b23881ddc,8179b356509349b2d8ecae80e6a4a826;a9dc6f6175a76e18031ad38fc9c08026;ee2eff16873d8db59ea97fb8ad5e58c7,216,train;val,True,1,3+3,63943deba402196b1f80f92b23881ddc;8179b356509349b2d8ecae80e6a4a826;a9dc6f6175a76e18031ad38fc9c08026;ee2eff16873d8db59ea97fb8ad5e58c7
278,4,ef7dabd0c4060d46ea36db75136bb57e,237d42417a3621368cfb0a3280d3f252;aab7d22839e8ac0821aa2cdd1650b39a;b481b56617ce096435cb591adc6dd0b9,135,train;val,True,4,4+4,237d42417a3621368cfb0a3280d3f252;aab7d22839e8ac0821aa2cdd1650b39a;b481b56617ce096435cb591adc6dd0b9;ef7dabd0c4060d46ea36db75136bb57e
279,4,e692db297233f27312315e8a5c75c32a,8ddd6a0c4628dbfdcd6d3bcb0fa1ecbc;a5e35549c722d53da64190d30859d7f3;fb39e72460b6da6ea5e9c8efbee2c78c,128,test;train,True,1,3+3,8ddd6a0c4628dbfdcd6d3bcb0fa1ecbc;a5e35549c722d53da64190d30859d7f3;e692db297233f27312315e8a5c75c32a;fb39e72460b6da6ea5e9c8efbee2c78c
280,4,71e9b5fc5cd1125e0d4c4d54c2a1c701,11253234dfdb3f8252246a66f3440d6f;19cd8d1657528f7d4895398a6fd093ec;28ca3539cc4b25b0a3d571c1fe108aba,196,train;val,True,4,4+4,11253234dfdb3f8252246a66f3440d6f;19cd8d1657528f7d4895398a6fd093ec;28ca3539cc4b25b0a3d571c1fe108aba;71e9b5fc5cd1125e0d4c4d54c2a1c701
281,4,97a072070bccd353b385580daed8b3f5,55204bdec9718d7d1e3c17a8f452c0f5;bae29f6c79dd4b58689b3d7351a1da09;d5cef9fcc30f71c7d24d00114bcfecd5,164,train;val,True,3,4+3,55204bdec9718d7d1e3c17a8f452c0f5;97a072070bccd353b385580daed8b3f5;bae29f6c79dd4b58689b3d7351a1da09;d5cef9fcc30f71c7d24d00114bcfecd5
282,4,22aa8069a9ed5dd4884ae19dd73ad716,56cbb29cfb7448a5250255d7c729102b;5ed3bb060e0e6d7fe6472f1982e530e9;bb492e6591b672120e827dfd3f6be873,130,train;val,True,3,4+3,22aa8069a9ed5dd4884ae19dd73ad716;56cbb29cfb7448a5250255d7c729102b;5ed3bb060e0e6d7fe6472f1982e530e9;bb492e6591b672120e827dfd3f6be873
283,4,cf6d2d5e9dd37892e7aeb4cd12f76db3,211a6f165958a7c3f77b5a9b83cb111e;6071aa8ba6c71f822201674f662a2058;e82301e658d765151edd7134a663c4e1,108,test;train;val,True,3,4+3,211a6f165958a7c3f77b5a9b83cb111e;6071aa8ba6c71f822201674f662a2058;cf6d2d5e9dd37892e7aeb4cd12f76db3;e82301e658d765151edd7134a663c4e1
284,4,b470c2276d978f63d5b1c8a5a9446212,299cbccbc459c1c8c2685a92fb3c9182;b7131510648c471e74823eced92cf622;bb89e53032c071629bee7a4ab2271519,106,test;train,True,2,3+4,299cbccbc459c1c8c2685a92fb3c9182;b470c2276d978f63d5b1c8a5a9446212;b7131510648c471e74823eced92cf622;bb89e53032c071629bee7a4ab2271519
285,4,5a3e3dc26a1d2a473855a6161d870a96,2b943dfeaa727bb8c9a6d8047350f57d;aebe292567e0f8447fdc94994189a80a;d0d12390438f3ed80f9651117dd961d7,158,train;val,True,0,negative,2b943dfeaa727bb8c9a6d8047350f57d;5a3e3dc26a1d2a473855a6161d870a96;aebe292567e0f8447fdc94994189a80a;d0d12390438f3ed80f9651117dd961d7
286,4,3ee83e295ae1fca3fbee89fb67666bc1,1932ff2c873d7b98914c8bf50a32f263;20f97907e71dbc8c945a87ecbe31a781;ba4a7100888e96520a047cbd8f889371,178,train;val,True,2,3+4,1932ff2c873d7b98914c8bf50a32f263;20f97907e71dbc8c945a87ecbe31a781;3ee83e295ae1fca3fbee89fb67666bc1;ba4a7100888e96520a047cbd8f889371
287,3,7fd7f2b3b421239d1874a2feaf76af8b,2464608febcd797682b2392b5badbc2d;e884656fcde94956590b64acd504a00d,123,test;train,True,4,4+4,2464608febcd797682b2392b5badbc2d;7fd7f2b3b421239d1874a2feaf76af8b;e884656fcde94956590b64acd504a00d
288,3,4bf5a250183e162fdabe2e6080a46cce,331df8bf3a7f766dfe45ed525040fa85;86ac44c7c69cbaec3cb234023c436341,166,train,False,0,negative,331df8bf3a7f766dfe45ed525040fa85;4bf5a250183e162fdabe2e6080a46cce;86ac44c7c69cbaec3cb234023c436341
289,3,7cbeecc6a98ff2a1f4acd69161732d52,26bc992079d504e172e50fb565915bf7;40d8910aae2678a68e643f3e01cceb1d,90,test;train,True,0,negative,26bc992079d504e172e50fb565915bf7;40d8910aae2678a68e643f3e01cceb1d;7cbeecc6a98ff2a1f4acd69161732d52
290,3,47ebeac86bb4d9eb51f2cb5ce110a823,00951a7fad040bf7e90f32e81fc0746f;e10d5f4e9dd5c9adb81bbe1a744866ec,93,train;val,True,1,3+3,00951a7fad040bf7e90f32e81fc0746f;47ebeac86bb4d9eb51f2cb5ce110a823;e10d5f4e9dd5c9adb81bbe1a744866ec
291,3,5acd886e33ce9f50a7c738c4c3dd8503,02a7b258e875cf073e2421d67ff824cd;40518fec8d209aefe091ede58473d00d,126,train,False,3,4+3,02a7b258e875cf073e2421d67ff824cd;40518fec8d209aefe091ede58473d00d;5acd886e33ce9f50a7c738c4c3dd8503
292,3,381d70c821fce9d79032bc113f10ec43,0402b113937fa2d9ed77d3dcd8b6460e;b55ebab767215763af3351cde52fc402,161,test;train,True,3,4+3,0402b113937fa2d9ed77d3dcd8b6460e;381d70c821fce9d79032bc113f10ec43;b55ebab767215763af3351cde52fc402
293,3,e041b17de0e6fdf460f0258253cfcd98,08abd36dda089b53088bb7bf7558336a;a12cf12bd480d36325d9141e5fce729d,143,train,False,2,3+4,08abd36dda089b53088bb7bf7558336a;a12cf12bd480d36325d9141e5fce729d;e041b17de0e6fdf460f0258253cfcd98
294,3,5d0c978f62978e8647b417f60d51e51f,908d0fea96e1e85c8b7c772b397dbe8e;c35a5c6dd47f3c37f339ff296ef1c6fe,151,test;train,True,2,3+4,5d0c978f62978e8647b417f60d51e51f;908d0fea96e1e85c8b7c772b397dbe8e;c35a5c6dd47f3c37f339ff296ef1c6fe
295,3,eb879c95e942688b2fde3061e313e5b8,1ebba2e4d644831ac586b7bda5eda313;292c42388727f251a0d1ca66efda85fd,157,test;train,True,5,5+5,1ebba2e4d644831ac586b7bda5eda313;292c42388727f251a0d1ca66efda85fd;eb879c95e942688b2fde3061e313e5b8
296,3,6468063d0445cf082716fa830a507de2,17b83466a22a8a96ccf3a7cccd83068f;e696a20c83939434527ea9a8b4d26d24,117,test;train,True,0,negative,17b83466a22a8a96ccf3a7cccd83068f;6468063d0445cf082716fa830a507de2;e696a20c83939434527ea9a8b4d26d24
297,3,474f496f367f6208122c95f70015cbcf,93e402b3157850fc6995e60ebb11f70a;c13682fc07a61cda3b9344b21b26c86e,147,test;train,True,4,5+3,474f496f367f6208122c95f70015cbcf;93e402b3157850fc6995e60ebb11f70a;c13682fc07a61cda3b9344b21b26c86e
298,3,637816ad02733d3306ae64bd0d2b6bee,6c7c3d7b1d1fc86bcb91b75b18f67656;d4f9cc7d8f83db9394cd95be9eb10b00,178,test;train,True,5,5+4,637816ad02733d3306ae64bd0d2b6bee;6c7c3d7b1d1fc86bcb91b75b18f67656;d4f9cc7d8f83db9394cd95be9eb10b00
299,3,738aeefd8bc05ac71e2ea552828e97da,275adc34d57f1e6ce223e7a462569fbe;435661930d09e42e5217033238c404c0,92,test;train;val,True,0,negative,275adc34d57f1e6ce223e7a462569fbe;435661930d09e42e5217033238c404c0;738aeefd8bc05ac71e2ea552828e97da
300,3,825c6002ff3ab0e041ebd7025ba41b4f,0c81adeb18c3a36eebc21d53a2052798;b6b7accb239bacc0e3a8455acf3833fd,192,train,False,0,negative,0c81adeb18c3a36eebc21d53a2052798;825c6002ff3ab0e041ebd7025ba41b4f;b6b7accb239bacc0e3a8455acf3833fd
301,3,2a84040c18505be27e6eaab8b2dce6cd,3179817b3335bbbb5af4adafb46ed8dc;f5de7d8fbfe197b5aefb3f312397e7b5,133,train,False,3,4+3,2a84040c18505be27e6eaab8b2dce6cd;3179817b3335bbbb5af4adafb46ed8dc;f5de7d8fbfe197b5aefb3f312397e7b5
302,3,24f81c84fd8d2d14490060c548f7d9c1,8ef60407163c62c9fc4f2a3f6bf7691a;e7638f9443ea67c64e7befcfb52d35f2,147,train,False,1,3+3,24f81c84fd8d2d14490060c548f7d9c1;8ef60407163c62c9fc4f2a3f6bf7691a;e7638f9443ea67c64e7befcfb52d35f2
303,3,c4bbe05f5d77f1a42bc95191285ab1bb,b0e4ac380ceb1b245dd4fe6052913919;be403ce415609008605d63396869ed2e,149,test;train;val,True,3,4+3,b0e4ac380ceb1b245dd4fe6052913919;be403ce415609008605d63396869ed2e;c4bbe05f5d77f1a42bc95191285ab1bb
304,3,e42266419ea81e25ffbea2954c817ad5,192ef6b5c13cb775f8a1d3047c627d99;6e2e6f847032e2b8823d91cd52b3ef2a,135,train;val,True,5,4+5,192ef6b5c13cb775f8a1d3047c627d99;6e2e6f847032e2b8823d91cd52b3ef2a;e42266419ea81e25ffbea2954c817ad5
305,3,418aa1d085fe63ffb9c5510a9075f8e5,1216c13ad2394eb1dc3206c8622418f8;65f6854bc7b6c9e360645a242afaff3d,123,train,False,0,negative,1216c13ad2394eb1dc3206c8622418f8;418aa1d085fe63ffb9c5510a9075f8e5;65f6854bc7b6c9e360645a242afaff3d
306,3,10bf7780fc6540d6f79eae2aa2e5d4b9,70f266d7117c3fc1430abb4636790078;d7d09ab8218cfe95d21ff22df45e75ff,142,train,False,2,3+4,10bf7780fc6540d6f79eae2aa2e5d4b9;70f266d7117c3fc1430abb4636790078;d7d09ab8218cfe95d21ff22df45e75ff
307,3,c3249c406e4f7d0f508c8bd96dd32c56,a94d63bd5c038c48f6a280233c3c7dd5;f4863e65c0c0860027cd2a3f34bfe1f8,167,train;val,True,3,4+3,a94d63bd5c038c48f6a280233c3c7dd5;c3249c406e4f7d0f508c8bd96dd32c56;f4863e65c0c0860027cd2a3f34bfe1f8
308,3,a3ca38ce1d10c44103ba22d137be7c08,1e23449104568325e9c5a032351dfdc6;be8d828b7d90bca42ca4274f57e70cf5,218,test;train,True,5,4+5,1e23449104568325e9c5a032351dfdc6;a3ca38ce1d10c44103ba22d137be7c08;be8d828b7d90bca42ca4274f57e70cf5
309,3,6651573b179734d9205f592604191b67,034add55dd7134b7b5893d787eb5a32c;8cbc1d87857d1bc3eac98e09b7e10a3d,205,train,False,3,4+3,034add55dd7134b7b5893d787eb5a32c;6651573b179734d9205f592604191b67;8cbc1d87857d1bc3eac98e09b7e10a3d
310,3,9d1bda4d28af5a9f5d1d96833cec1728,2de0597cbb7af462bfdb7b1c4f935248;e9d628364cf51891028163e0cfca628c,103,train,False,2,3+4,2de0597cbb7af462bfdb7b1c4f935248;9d1bda4d28af5a9f5d1d96833cec1728;e9d628364cf51891028163e0cfca628c
311,3,6cbc6f7259cb45a4086cd584aec53857,94e121bc4a7091b881e8dd9b6c2be6b5;a21c88c3d7c1a95eec2fdc7300fdfee0,20,train;val,True,1,3+3,6cbc6f7259cb45a4086cd584aec53857;94e121bc4a7091b881e8dd9b6c2be6b5;a21c88c3d7c1a95eec2fdc7300fdfee0
312,3,79b3f2787261e5c96b3c9bf9a33c7537,1ff3c2c6abd78e3c115939d98644f15e;2b4e8eac6e778eddf0fe5b64e7ab47a8,185,train,False,3,4+3,1ff3c2c6abd78e3c115939d98644f15e;2b4e8eac6e778eddf0fe5b64e7ab47a8;79b3f2787261e5c96b3c9bf9a33c7537
313,3,d707d86264e14f3d3f5bac156693e8f9,0214df71ae527e2144021178c453d204;36b7bc1afe9dab20f17f4853e362bc68,206,train;val,True,5,4+5,0214df71ae527e2144021178c453d204;36b7bc1afe9dab20f17f4853e362bc68;d707d86264e14f3d3f5bac156693e8f9
314,3,afa9966f243d37df8f8cb04683163c89,83661e7cf8613383d40115b08568fef6;c0097374d10cd4a1da1c4b1e6a86de64,109,train;val,True,0,negative,83661e7cf8613383d40115b08568fef6;afa9966f243d37df8f8cb04683163c89;c0097374d10cd4a1da1c4b1e6a86de64
315,3,248fc842149898be28b346ce1fb15ab1,637bca124ad0ca9466e48b63b898bccd;f381888b35f1fac93c009d7cd38d1608,144,test;train,True,5,4+5,248fc842149898be28b346ce1fb15ab1;637bca124ad0ca9466e48b63b898bccd;f381888b35f1fac93c009d7cd38d1608
316,3,61af9a116d196c47cc049a122eb7b7f3,5b5ecc77a66ee3e3d5ea183b2bf81553;f084f6eabe7932229687dfa7cbb3dbed,135,train,False,4,4+4,5b5ecc77a66ee3e3d5ea183b2bf81553;61af9a116d196c47cc049a122eb7b7f3;f084f6eabe7932229687dfa7cbb3dbed
317,3,18a3bb8a5a0e5449d25195eb10804e39,798b6d2cc34c30279d4155deebf16647;9d92d97c1e3f9c379cc65dcd59989f13,221,train;val,True,3,4+3,18a3bb8a5a0e5449d25195eb10804e39;798b6d2cc34c30279d4155deebf16647;9d92d97c1e3f9c379cc65dcd59989f13
318,3,702c576df7dfbf43e3c17cd29f804ef9,553fa72290f35f2cb58beef577855ad8;b81f068ea8c90ec259cf9212bbc24c22,184,train,False,3,4+3,553fa72290f35f2cb58beef577855ad8;702c576df7dfbf43e3c17cd29f804ef9;b81f068ea8c90ec259cf9212bbc24c22
319,3,3a4465af672ccb78b09364132ba9e4d4,2caf855d25d357626f5ea914bdfe5774;ffe236a25d4cbed59438220799920749,176,train;val,True,2,3+4,2caf855d25d357626f5ea914bdfe5774;3a4465af672ccb78b09364132ba9e4d4;ffe236a25d4cbed59438220799920749
320,3,dd893039103b58fddb9e41b1ad099d91,5534719b308ca4fb9f6662a81eb3e002;a07104de6e1e00d2afcec36c7879836f,102,train,False,0,negative,5534719b308ca4fb9f6662a81eb3e002;a07104de6e1e00d2afcec36c7879836f;dd893039103b58fddb9e41b1ad099d91
321,3,80e4dd1d33d2559f42068e45284d527f,73264c925b3bf362738f380706b0f6b7;d7bd6d0c6842670b171b5592dcc1e9bd,158,test;train,True,0,negative,73264c925b3bf362738f380706b0f6b7;80e4dd1d33d2559f42068e45284d527f;d7bd6d0c6842670b171b5592dcc1e9bd
322,3,b79a6f8a47e79bfc1dabc48c37d54464,20295d0f4917e297c4827296397fbec1;a5694e9a3cdc76a58c9ad784e909abcf,32,train;val,True,4,4+4,20295d0f4917e297c4827296397fbec1;a5694e9a3cdc76a58c9ad784e909abcf;b79a6f8a47e79bfc1dabc48c37d54464
323,3,a5dbc558ca9c9612b608645238c15129,51be6e37c81a33e80ec75248f001fab8;8ae069858aecbad846f4d69d405f9bd6,127,train,False,3,4+3,51be6e37c81a33e80ec75248f001fab8;8ae069858aecbad846f4d69d405f9bd6;a5dbc558ca9c9612b608645238c15129
324,3,704ca230d7cec3203271cf5fee986b9e,2cf2371193eb1c0cf34ca2562004d5e2;c5a4e4c6224fc6ac14e3e777a04258c1,152,train,False,1,3+3,2cf2371193eb1c0cf34ca2562004d5e2;704ca230d7cec3203271cf5fee986b9e;c5a4e4c6224fc6ac14e3e777a04258c1
325,3,fa74ab756f01ab6b562643955d297cba,883da8599360fdc5f7ce01ec771b2e65;cc749cec9e37b3e141e62a6a33c6eaf3,155,train,False,2,3+4,883da8599360fdc5f7ce01ec771b2e65;cc749cec9e37b3e141e62a6a33c6eaf3;fa74ab756f01ab6b562643955d297cba
326,3,60f316434ad13b545269024f949698cc,aa9be7d9f82e983d21e2746078b877d9;c6fa851e98eb9d30d6cd93f3b8c0eed7,87,train,False,4,4+4,60f316434ad13b545269024f949698cc;aa9be7d9f82e983d21e2746078b877d9;c6fa851e98eb9d30d6cd93f3b8c0eed7
327,3,e9c30a0a07e89ca9ef91a04558d0318f,02a2dcd6ad8bc1d9ad7fdc04ffb6dff3;36eeee47a868b8ac66b6ece9e6372984,133,test;train,True,5,5+4,02a2dcd6ad8bc1d9ad7fdc04ffb6dff3;36eeee47a868b8ac66b6ece9e6372984;e9c30a0a07e89ca9ef91a04558d0318f
328,3,4695453e7447f0c2266995c8dc4c0f78,1fc2550b52a90b15a9b20484c012b6dc;8a3232e8b3b2512f2f6cba0a265d175e,139,test;train,True,3,4+3,1fc2550b52a90b15a9b20484c012b6dc;4695453e7447f0c2266995c8dc4c0f78;8a3232e8b3b2512f2f6cba0a265d175e
329,3,89afbbdd7813f149b3a047bc544046a8,a04846524f108bb046c4e39f3dcce5d3;a288e70d5f393dd6d804ad5e024cb5d3,270,train,False,5,4+5,89afbbdd7813f149b3a047bc544046a8;a04846524f108bb046c4e39f3dcce5d3;a288e70d5f393dd6d804ad5e024cb5d3
330,3,425d3b83fe4750a2ac67b978263995fe,43c2e485e4b5b12e1e5da69bcff065a4;6c20932e84b65fdc93dcfa63d9fdf1d5,145,test;train;val,True,1,3+3,425d3b83fe4750a2ac67b978263995fe;43c2e485e4b5b12e1e5da69bcff065a4;6c20932e84b65fdc93dcfa63d9fdf1d5
331,3,df6054cdf663fcc0fa704d6a45ce97ef,9eb2363b7198715afa3afcc85bdd0ba2;ac32c2c755e496c5e7bc1949b78d36c9,138,train,False,1,3+3,9eb2363b7198715afa3afcc85bdd0ba2;ac32c2c755e496c5e7bc1949b78d36c9;df6054cdf663fcc0fa704d6a45ce97ef
332,3,8ef71bfdde4f67ce9c00e001e6946f5a,4621bcbbece53892b356cd1d7ca6d884;b75dff02d2f6c823b0a475ce346be0fb,133,train,False,4,4+4,4621bcbbece53892b356cd1d7ca6d884;8ef71bfdde4f67ce9c00e001e6946f5a;b75dff02d2f6c823b0a475ce346be0fb
333,3,3df9fd5c97b9d9a7a92c284a5df2117e,1cb4a7d3594586b84849e63b828de968;308d663fc07a63cf1650b8ece0b26565,102,train,False,0,negative,1cb4a7d3594586b84849e63b828de968;308d663fc07a63cf1650b8ece0b26565;3df9fd5c97b9d9a7a92c284a5df2117e
334,3,1a4aaf5d3dbf7898979d11578955e780,e33e2787c16fd3291299992fbabb7636;ee2e1b4ce5e5290833a9a98da2d72c0f,156,train,False,3,4+3,1a4aaf5d3dbf7898979d11578955e780;e33e2787c16fd3291299992fbabb7636;ee2e1b4ce5e5290833a9a98da2d72c0f
335,3,fdc20a833738385bedbdfdabe9721bde,5ea6feafb6765b6916a259e60eb89354;6232504a502236dc3e38f9fe46619308,142,test;train,True,3,4+3,5ea6feafb6765b6916a259e60eb89354;6232504a502236dc3e38f9fe46619308;fdc20a833738385bedbdfdabe9721bde
336,3,92a7e5f4fc41047d3f826cc90660c7a1,8582b59b41635fa38401d1bddad66707;d5e5a96868127d64112701488904e65b,83,train;val,True,1,3+3,8582b59b41635fa38401d1bddad66707;92a7e5f4fc41047d3f826cc90660c7a1;d5e5a96868127d64112701488904e65b
337,3,c129618431d0a7f63cf0c8e6c6da82c4,091e4c8eda34e392cbecfc81d7aeb6c7;38b05b6f866c00580bb9cf735d1acddf,141,train;val,True,4,4+4,091e4c8eda34e392cbecfc81d7aeb6c7;38b05b6f866c00580bb9cf735d1acddf;c129618431d0a7f63cf0c8e6c6da82c4
338,3,ccd8233766596e1c14e70f77740b87b5,289b6b44f1e8014f82a8eaf8dd9e480d;4bd5c18dcdfe52d9b4cdc9a85199f5cb,178,test;train,True,4,4+4,289b6b44f1e8014f82a8eaf8dd9e480d;4bd5c18dcdfe52d9b4cdc9a85199f5cb;ccd8233766596e1c14e70f77740b87b5
339,3,eb9821fc7f3a5af8d7b54a482478aaab,2a1c3373688904fcabbdeb4a177972f8;63080d06c66488c4c30285e0363ca0ad,188,test;train,True,1,3+3,2a1c3373688904fcabbdeb4a177972f8;63080d06c66488c4c30285e0363ca0ad;eb9821fc7f3a5af8d7b54a482478aaab
340,3,f1f74c4aecfa7f9baa760bb992e4c720,49db2dc6d2b8ec83e08ecb69182012e1;8eb6325c279ad391cf4a54492db4c41a,85,train;val,True,4,4+4,49db2dc6d2b8ec83e08ecb69182012e1;8eb6325c279ad391cf4a54492db4c41a;f1f74c4aecfa7f9baa760bb992e4c720
341,3,37aba3bbad701308106b141471c063f0,243111debafd72d448a03ca22a0be2d7;acd9afcc1ca7c5ad56bf3a16f831b291,171,train,False,0,negative,243111debafd72d448a03ca22a0be2d7;37aba3bbad701308106b141471c063f0;acd9afcc1ca7c5ad56bf3a16f831b291
342,3,9fdc67635e14822c347061fd50f40939,1b95a0c32503e4549326e820a57127fd;afaa3f61f49c3e47bbfa02f3d657994f,238,test;train,True,5,4+5,1b95a0c32503e4549326e820a57127fd;9fdc67635e14822c347061fd50f40939;afaa3f61f49c3e47bbfa02f3d657994f
343,3,7b167a43593cb2fcbdd16b62c995ea2c,4bc5aa61ba3fdc8c4257a621fda84e6b;571ff890388328af4b5cc76183ce8189,240,train,False,5,4+5,4bc5aa61ba3fdc8c4257a621fda84e6b;571ff890388328af4b5cc76183ce8189;7b167a43593cb2fcbdd16b62c995ea2c
344,3,62dafe3f86f1f7048c16ac69f74cb293,516598fef0cb4c22e42999b3df120e2c;810482a949cbe7f5cd785a1dd9f0122c,138,train,False,3,4+3,516598fef0cb4c22e42999b3df120e2c;62dafe3f86f1f7048c16ac69f74cb293;810482a949cbe7f5cd785a1dd9f0122c
345,3,0d1e1a99a3ba55fe2d5cf69ba87c9d97,24b0dda87e02e90f4bdc747a8a1964a6;b168c7aff6ddf56a19625abf2803744c,125,train,False,4,4+4,0d1e1a99a3ba55fe2d5cf69ba87c9d97;24b0dda87e02e90f4bdc747a8a1964a6;b168c7aff6ddf56a19625abf2803744c
346,3,98c9716452737dafd3a149eb32aeee29,114db3f43c4ac596ba4e0da70b7afc90;7120c2334b94794a94cf54a4ef1a2303,233,test;train,True,3,4+3,114db3f43c4ac596ba4e0da70b7afc90;7120c2334b94794a94cf54a4ef1a2303;98c9716452737dafd3a149eb32aeee29
347,3,cb3e609099b77a0d25918e6837e2a5aa,48978e6f6ae7bcc2044599737aee9b8d;f73a4bb68c9e268f95ca9d8ce340cce9,40,train,False,2,3+4,48978e6f6ae7bcc2044599737aee9b8d;cb3e609099b77a0d25918e6837e2a5aa;f73a4bb68c9e268f95ca9d8ce340cce9
348,3,3479b69cf34e5241ddabe268dc304c56,1ee1681eddf2ebd32e9207c583db4d09;2bed4be8e6d950d76394d0552c59ddfa,63,train,False,0,negative,1ee1681eddf2ebd32e9207c583db4d09;2bed4be8e6d950d76394d0552c59ddfa;3479b69cf34e5241ddabe268dc304c56
349,3,cc759aa48c28b7711bfbfc7ebbbd762d,91711a1d263ddd2559f5b91669cfcb4a;efd993cb48dce20304958c45829a3ff8,94,train,False,4,5+3,91711a1d263ddd2559f5b91669cfcb4a;cc759aa48c28b7711bfbfc7ebbbd762d;efd993cb48dce20304958c45829a3ff8
350,3,51b79eb617718f11e64587422e6877b0,3db32216102af6f7106c9124bf71d097;e739dc3b9262a94c9a5c206c39864278,123,test;train,True,3,4+3,3db32216102af6f7106c9124bf71d097;51b79eb617718f11e64587422e6877b0;e739dc3b9262a94c9a5c206c39864278
351,3,d069c3a1245936e89b9d7d8beff2f1d6,6f75edad6dfc45ab8a79af4e5168a439;ddd2f284a0815fb717d5ad3ee2d0d3d8,175,train;val,True,3,4+3,6f75edad6dfc45ab8a79af4e5168a439;d069c3a1245936e89b9d7d8beff2f1d6;ddd2f284a0815fb717d5ad3ee2d0d3d8
